epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
167,5848.29,0.65911,0.59777,1.00881,0.90806,0.68535,0.73664,0.58462,1.10399,0.92191,1.32579,0.0004283,0.0004283,0.0004283
168,5886.71,0.70587,0.61848,1.02836,0.92613,0.71657,0.73701,0.59684,1.1024,0.87893,1.31964,0.00042335,0.00042335,0.00042335
169,5924.31,0.68131,0.58204,1.01514,0.94049,0.73333,0.73945,0.61163,1.0496,0.84084,1.2885,0.0004184,0.0004184,0.0004184
170,5959.53,0.66812,0.61249,1.01695,0.94715,0.73333,0.74034,0.5903,1.02626,0.81635,1.28966,0.00041345,0.00041345,0.00041345
171,5994.83,0.66849,0.60231,1.01699,0.95061,0.73333,0.74086,0.59491,1.01036,0.75917,1.29953,0.0004085,0.0004085,0.0004085
172,6032.43,0.6871,0.61378,1.02103,0.91334,0.73079,0.73935,0.60306,1.08552,0.75992,1.37449,0.00040355,0.00040355,0.00040355
173,6067.96,0.66227,0.59891,1.00989,0.90522,0.66041,0.73986,0.61295,1.04538,0.7887,1.34217,0.0003986,0.0003986,0.0003986
174,6104.96,0.71097,0.65099,1.02554,0.91772,0.65779,0.74013,0.60529,0.96333,0.72942,1.30464,0.00039365,0.00039365,0.00039365
175,6142.42,0.62923,0.55516,0.96647,0.90596,0.6945,0.74191,0.60905,0.91418,0.74485,1.25873,0.0003887,0.0003887,0.0003887
176,6179.72,0.70082,0.6275,1.02487,0.92006,0.69376,0.74079,0.60367,0.93953,0.79822,1.26403,0.00038375,0.00038375,0.00038375
